Date,category_scores,weighted_avg_scores
2014-02-24,"{'성장_긍정': 0.2670592500626721, '성장_부정': 0.26872662057911945, '민감_긍정': 0.26171343818319104, '민감_부정': 0.25049750760409967, '방어_긍정': 0.273005807423972, '방어_부정': 0.2604268794579251, '금융_긍정': 0.2982418676514727, '금융_부정': 0.27974003653970037}","{'성장_긍정': 0.24156999237191365, '성장_부정': 0.28573322259206446, '민감_긍정': 0.26496364855670607, '민감_부정': 0.25394024527014514, '방어_긍정': 0.26522142207153654, '방어_부정': 0.2676673439733083, '금융_긍정': 0.2925917204695823, '금융_부정': 0.28627938345212783}"
2014-02-25,"{'성장_긍정': 0.26061787358298827, '성장_부정': 0.2789409508571231, '민감_긍정': 0.2852827639906433, '민감_부정': 0.25475743882869945, '방어_긍정': 0.28270927133924983, '방어_부정': 0.26434825328325473, '금융_긍정': 0.333183615397625, '금융_부정': 0.29634964955009324}","{'성장_긍정': 0.24483638547383613, '성장_부정': 0.2835731031863401, '민감_긍정': 0.264742177923938, '민감_부정': 0.2534731572975656, '방어_긍정': 0.26674615139181057, '방어_부정': 0.2672492170974272, '금융_긍정': 0.2932422654618554, '금융_부정': 0.2854429369305731}"
2014-02-26,"{'성장_긍정': 0.20216647230825535, '성장_부정': 0.2850746548416534, '민감_긍정': 0.21904007725048197, '민감_부정': 0.2677950592059047, '방어_긍정': 0.2600452576627941, '방어_부정': 0.2836338858414949, '금융_긍정': 0.29414412189625155, '금융_부정': 0.3053850496810147}","{'성장_긍정': 0.24714602362772412, '성장_부정': 0.2831081964029546, '민감_긍정': 0.267859112586375, '민감_부정': 0.25396202019967995, '방어_긍정': 0.26942339288385525, '방어_부정': 0.2673415288486618, '금융_긍정': 0.2987259552293409, '금융_부정': 0.28705876969382216}"
2014-02-27,"{'성장_긍정': 0.2579598873543331, '성장_부정': 0.2686536962345871, '민감_긍정': 0.2879483676993851, '민감_부정': 0.24710525338533884, '방어_긍정': 0.29691080848491813, '방어_부정': 0.24146343241150547, '금융_긍정': 0.3572113768883431, '금융_부정': 0.2790390419440685}","{'성장_긍정': 0.24166844502940682, '성장_부정': 0.28301241212331346, '민감_긍정': 0.2620292970929702, '민감_부정': 0.2556885160368801, '방어_긍정': 0.26895160067873886, '방어_부정': 0.2694404302323583, '금융_긍정': 0.29856489913088086, '금융_부정': 0.2891149015821369}"
2014-02-28,"{'성장_긍정': 0.21332096226480435, '성장_부정': 0.2620891666630397, '민감_긍정': 0.2348931972416158, '민감_부정': 0.23657526718475638, '방어_긍정': 0.22915074639853258, '방어_부정': 0.26027907272369055, '금융_긍정': 0.24992810574673016, '금융_부정': 0.2640063938738127}","{'성장_긍정': 0.24391522645535638, '성장_부정': 0.28105229545546995, '민감_긍정': 0.26570026216722664, '민감_부정': 0.2547693746809982, '방어_긍정': 0.2732407902238248, '방어_부정': 0.265907529292975, '금융_긍정': 0.30710324434690617, '금융_부정': 0.2880586292144931}"
2014-03-01,"{'성장_긍정': 0.269099843736597, '성장_부정': 0.29039001385408564, '민감_긍정': 0.26693364796564306, '민감_부정': 0.2786397256391103, '방어_긍정': 0.2826342680559892, '방어_부정': 0.27380069042068084, '금융_긍정': 0.29460001713909956, '금융_부정': 0.27606243066245645}","{'성장_긍정': 0.2397713694402415, '성장_부정': 0.2786866752756109, '민감_긍정': 0.26183223382689547, '민감_부정': 0.25296861508454555, '방어_긍정': 0.26787772143238686, '방어_부정': 0.26537415218471266, '금융_긍정': 0.30022757895320185, '금융_부정': 0.28523740654596613}"
2014-03-02,"{'성장_긍정': 0.2729086684538341, '성장_부정': 0.29645000708629077, '민감_긍정': 0.30847357880897447, '민감_부정': 0.28112047589630906, '방어_긍정': 0.31498134259656896, '방어_부정': 0.2886000054727101, '금융_긍정': 0.3414321239607087, '금융_부정': 0.3000488120860438}","{'성장_긍정': 0.24367751300909488, '성장_부정': 0.2802802696167552, '민감_긍정': 0.262151004067518, '민감_부정': 0.2563314393449696, '방어_긍정': 0.2696969104057018, '방어_부정': 0.2664451342715306, '금융_긍정': 0.2996688712825931, '금융_부정': 0.2841360837895736}"
2014-03-03,"{'성장_긍정': 0.20969771486166455, '성장_부정': 0.28580970987840526, '민감_긍정': 0.23617965386409623, '민감_부정': 0.25825993664077995, '방어_긍정': 0.2493858386447527, '방어_부정': 0.26185748659530367, '금융_긍정': 0.29365755756148787, '금융_부정': 0.28846480959358695}","{'성장_긍정': 0.24780589708240022, '성장_부정': 0.2822311401836221, '민감_긍정': 0.2680812248307851, '민감_부정': 0.2596840117668219, '방어_긍정': 0.2757806190748839, '방어_부정': 0.2692961093464546, '금융_긍정': 0.3052203664863971, '금융_부정': 0.28594461083888423}"
2014-03-04,"{'성장_긍정': 0.20217225055173751, '성장_부정': 0.27152648295644366, '민감_긍정': 0.23900542538579322, '민감_부정': 0.27232062475858826, '방어_긍정': 0.22544229342640645, '방어_부정': 0.23805239403634898, '금융_긍정': 0.25748080321573863, '금융_부정': 0.25777734988041934}","{'성장_긍정': 0.24358602819976696, '성장_부정': 0.28276935053754915, '민감_긍정': 0.26457182613067604, '민감_부정': 0.26015381307245367, '방어_긍정': 0.27328143463221743, '방어_부정': 0.2687429411688157, '금융_긍정': 0.30444164464996654, '금융_부정': 0.28617893676592376}"
2014-03-05,"{'성장_긍정': 0.26317721754751394, '성장_부정': 0.2943091403663857, '민감_긍정': 0.3093595064493044, '민감_부정': 0.2612839772329924, '방어_긍정': 0.2864967979852037, '방어_부정': 0.2545805327818331, '금융_긍정': 0.33041266437826017, '금융_부정': 0.2873058687209884}","{'성장_긍정': 0.2385632674761614, '성장_부정': 0.28139395428733704, '민감_긍정': 0.2618905232284924, '민감_부정': 0.26253221114748376, '방어_긍정': 0.26781601307616754, '방어_부정': 0.2650274602450039, '금융_긍정': 0.29931543192420595, '금융_부정': 0.28265694716155326}"
2014-03-06,"{'성장_긍정': 0.21267657952934937, '성장_부정': 0.24605324232060782, '민감_긍정': 0.262105672419794, '민감_부정': 0.23641538768519127, '방어_긍정': 0.25345875684497265, '방어_부정': 0.2293788671046258, '금융_긍정': 0.321076034345933, '금융_부정': 0.2604697384871998}","{'성장_긍정': 0.24197458363824118, '성장_부정': 0.28306368239437135, '민감_긍정': 0.2685217441361596, '민감_부정': 0.26291623560026023, '방어_긍정': 0.27052874589787507, '방어_부정': 0.26341605792096695, '금융_긍정': 0.3039804065873225, '금융_부정': 0.28300357904163526}"
2014-03-07,"{'성장_긍정': 0.22996013479169755, '성장_부정': 0.26231925925831434, '민감_긍정': 0.2791904274438522, '민감_부정': 0.25010935844355314, '방어_긍정': 0.2409084858585281, '방어_부정': 0.23296143968978547, '금융_긍정': 0.2903746287971707, '금융_부정': 0.28133748796865077}","{'성장_긍정': 0.23816807539062151, '성장_부정': 0.2780847402240428, '민감_긍정': 0.26827140579011655, '민감_부정': 0.2597025120540916, '방어_긍정': 0.2685719500154126, '방어_부정': 0.2584231441779583, '금융_긍정': 0.3070457905447884, '금융_부정': 0.2796853782973907}"
2014-03-08,"{'성장_긍정': 0.3229687475497405, '성장_부정': 0.28695904397664074, '민감_긍정': 0.28666501447400944, '민감_부정': 0.2351430829465589, '방어_긍정': 0.32174004227958136, '방어_부정': 0.2569981972299803, '금융_긍정': 0.3247741672861845, '금융_부정': 0.250060715045849}","{'성장_긍정': 0.23648484719027443, '성장_부정': 0.27575309125232067, '민감_긍정': 0.2696943136096093, '민감_부정': 0.2586786116090955, '방어_긍정': 0.2646109134322108, '방어_부정': 0.2544358871034612, '금융_긍정': 0.3053567707384194, '금융_부정': 0.27972421975130096}"
2014-03-09,"{'성장_긍정': 0.29188234734082097, '성장_부정': 0.30685223453909083, '민감_긍정': 0.3385907286472321, '민감_부정': 0.2884627946734671, '방어_긍정': 0.3403750855823102, '방어_부정': 0.29746130842249435, '금융_긍정': 0.3673574835331791, '금융_부정': 0.30236285438410804}","{'성장_긍정': 0.24670099856834896, '성장_부정': 0.27669220780268344, '민감_긍정': 0.27115132461659314, '민감_부정': 0.2551699779133826, '방어_긍정': 0.27078268148888823, '방어_부정': 0.25389082503312765, '금융_긍정': 0.3070389509627462, '금융_부정': 0.275389528594069}"
2014-03-10,"{'성장_긍정': 0.22019240086969427, '성장_부정': 0.3228094554423426, '민감_긍정': 0.19733457477273394, '민감_부정': 0.2891243596068355, '방어_긍정': 0.1856299554389016, '방어_부정': 0.2901465359855231, '금융_긍정': 0.19499551108893545, '금융_부정': 0.29841141626471834}","{'성장_긍정': 0.2526763165625392, '성장_부정': 0.2803667266568531, '민감_긍정': 0.2801049488897477, '민감_부정': 0.2590609738602874, '방어_긍정': 0.2796998793215882, '방어_부정': 0.25883385505606976, '금융_긍정': 0.31462159687385166, '금융_부정': 0.2781653184689926}"
2014-03-11,"{'성장_긍정': 0.2527739215650763, '성장_부정': 0.2733859886009115, '민감_긍정': 0.26697188287561724, '민감_부정': 0.2625714928696841, '방어_긍정': 0.2512574596377643, '방어_부정': 0.24525471539279828, '금융_긍정': 0.274384683937117, '금융_부정': 0.260360122352263}","{'성장_긍정': 0.24893370382196503, '성장_부정': 0.2862255662071484, '민감_긍정': 0.27007925886112155, '민감_부정': 0.263149118092386, '방어_긍정': 0.2677148752602629, '방어_부정': 0.2628167984686954, '금융_긍정': 0.299155526278108, '금융_부정': 0.28054007646221224}"
2014-03-12,"{'성장_긍정': 0.18549573243564038, '성장_부정': 0.35221929347469316, '민감_긍정': 0.1760986200202081, '민감_부정': 0.3041856049271199, '방어_긍정': 0.17048868969561276, '방어_부정': 0.29777521536863333, '금융_긍정': 0.24102667820679743, '금융_부정': 0.34169831458721184}","{'성장_긍정': 0.24998164478547014, '성장_부정': 0.28497953556084127, '민감_긍정': 0.2699516752786938, '민감_부정': 0.2633290053118859, '방어_긍정': 0.26531235606340564, '방어_부정': 0.26053112145440915, '금융_긍정': 0.2952579773627174, '금융_부정': 0.2776635059363901}"
2014-03-13,"{'성장_긍정': 0.1938395155428747, '성장_부정': 0.25006621696197884, '민감_긍정': 0.21687601559450934, '민감_부정': 0.22664735145437223, '방어_긍정': 0.21376283519465714, '방어_부정': 0.21800381094701982, '금융_긍정': 0.27134266556147635, '금융_부정': 0.2566872494150994}","{'성장_긍정': 0.24213386483664964, '성장_부정': 0.2942975166334785, '민감_긍정': 0.25788204599283077, '민감_부정': 0.2689830212434155, '방어_긍정': 0.2524402086047519, '방어_부정': 0.2654300209882386, '금융_긍정': 0.28747268417338434, '금융_부정': 0.2859747851104452}"
2014-03-14,"{'성장_긍정': 0.17595240970841375, '성장_부정': 0.31038578820154505, '민감_긍정': 0.20623740483736958, '민감_부정': 0.3029609200628766, '방어_긍정': 0.2260742268161206, '방어_부정': 0.30205479728940116, '금융_긍정': 0.22097853773604198, '금융_부정': 0.329952753288108}","{'성장_긍정': 0.23555735825329477, '성장_부정': 0.28935561475553434, '민감_긍정': 0.25165836904287714, '민감_부정': 0.26395202675266244, '방어_긍정': 0.2461908669075629, '방어_부정': 0.259558053937023, '금융_긍정': 0.28423540304743183, '금융_부정': 0.28260541497673103}"
2014-03-15,"{'성장_긍정': 0.32284545595617387, '성장_부정': 0.3388553827236983, '민감_긍정': 0.3634896617635055, '민감_부정': 0.33415988350634074, '방어_긍정': 0.3643878423273433, '방어_부정': 0.33336223707236967, '금융_긍정': 0.349480160130382, '금융_부정': 0.336971625455805}","{'성장_긍정': 0.22720657443307335, '성장_부정': 0.2926333459883191, '민감_긍정': 0.24469309020249422, '민감_부정': 0.26929101190429056, '방어_긍정': 0.242374929553143, '방어_부정': 0.2651163100311201, '금융_긍정': 0.2751007021288201, '금융_부정': 0.28921765290731305}"
2014-03-16,"{'성장_긍정': 0.26932040905206905, '성장_부정': 0.32063279403383765, '민감_긍정': 0.3093951804490943, '민감_부정': 0.29461019438929065, '방어_긍정': 0.30692828619071255, '방어_부정': 0.2995050466505869, '금융_긍정': 0.35272813513019474, '금융_부정': 0.3260669700222894}","{'성장_긍정': 0.23879742108928076, '성장_부정': 0.29924705533321466, '민감_긍정': 0.2589676912608746, '민감_부정': 0.2781576145352556, '방어_긍정': 0.2570301077867186, '방어_부정': 0.2744510273861299, '금융_긍정': 0.28337526103431737, '금융_부정': 0.29613767989440415}"
2014-03-17,"{'성장_긍정': 0.18261634241715805, '성장_부정': 0.28987125863972063, '민감_긍정': 0.2366574783429823, '민감_부정': 0.27832213063301886, '방어_긍정': 0.21309511790716443, '방어_부정': 0.25003618370171565, '금융_긍정': 0.28967890491725284, '금융_부정': 0.3038427842125662}","{'성장_긍정': 0.24273973185142106, '성장_부정': 0.30296951124451355, '민감_긍정': 0.26511011372687765, '민감_부정': 0.281222161875688, '방어_긍정': 0.2632454063994924, '방어_부정': 0.2787041998596479, '금융_긍정': 0.29156021524463466, '금융_부정': 0.3010236652542327}"
2014-03-18,"{'성장_긍정': 0.21903851648944153, '성장_부정': 0.25143915258704197, '민감_긍정': 0.24969575400174138, '민감_부정': 0.23120824803622522, '방어_긍정': 0.23553096130191975, '방어_부정': 0.22532539957472963, '금융_긍정': 0.2948085614147611, '금융_부정': 0.2617748580559453}","{'성장_긍정': 0.23515567429463774, '성장_부정': 0.3023601168466202, '민감_긍정': 0.26154539875358845, '민감_부정': 0.28198649387249386, '방어_긍정': 0.257026311683087, '방어_부정': 0.2762576664049557, '금융_긍정': 0.2912310243678027, '금융_부정': 0.3026986338590863}"
2014-03-19,"{'성장_긍정': 0.1865509692558144, '성장_부정': 0.28751241573011455, '민감_긍정': 0.20997023446524754, '민감_부정': 0.2862873691437914, '방어_긍정': 0.20853532207029216, '방어_부정': 0.2863182743401125, '금융_긍정': 0.2515533370390001, '금융_부정': 0.29949183803694923}","{'성장_긍정': 0.23268582444696362, '성장_부정': 0.2965877602249285, '민감_긍정': 0.2597145698254777, '민감_부정': 0.2762779063421821, '방어_긍정': 0.25414428866443556, '방어_부정': 0.2706289455704137, '금융_긍정': 0.29162367962058355, '금융_부정': 0.298618088741924}"
2014-03-20,"{'성장_긍정': 0.20411191637138404, '성장_부정': 0.23477084461308664, '민감_긍정': 0.22362125048167042, '민감_부정': 0.2501014247978874, '방어_긍정': 0.22663110554971505, '방어_부정': 0.2396980233102338, '금융_긍정': 0.2664968705594434, '금융_부정': 0.2653060950156478}","{'성장_긍정': 0.2257236705306373, '성장_부정': 0.29581647993059323, '민감_긍정': 0.25248519230568256, '민감_부정': 0.2783047480711873, '방어_긍정': 0.2475667645303717, '방어_부정': 0.2732538175089859, '금융_긍정': 0.28589346916422465, '금융_부정': 0.29952840278246196}"
2014-03-21,"{'성장_긍정': 0.20942835311758282, '성장_부정': 0.30049764988592137, '민감_긍정': 0.19781119418812804, '민감_부정': 0.23772606543846733, '방어_긍정': 0.2213485906512725, '방어_부정': 0.27246563828406334, '금융_긍정': 0.24644379675932906, '금융_부정': 0.28077659536618316}","{'성장_긍정': 0.22183275002297456, '성장_부정': 0.28807772086480915, '민감_긍정': 0.24802251474983006, '민감_부정': 0.2752686696787311, '방어_긍정': 0.24414450177370628, '방어_부정': 0.26936039177159066, '금융_긍정': 0.2829067710566797, '금융_부정': 0.29576456090286485}"
