기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,섹터
에이치비인베스트먼트,2024,Jan_24,839,21,3400,893,2024-01-25,26867010,14443422810,50902859284,3967318781,3207548435,10000000000,46785735919,1385678959,10934327329,8787523756,97.1,17711892944,0.123340084,3.640600518,0.617343802,0.496136906,0.151062576,327.0748682,5.320072568,56.2,6,69.46,0.023070941,-1.558159965,0.034095739,0.027063369,17711892943,-0.00179473,48.97158627,0.05867126,76.47,250,-0.028392228,0,0.203948676,0.00459786,0.019098252,-0.00459974,0.203948676,0.011185804,-0.02247687,0.003062322,-0.009646013,-0.009815228,-0.178494,Sensitive
에이치시티,2016,Oct_16,95.67,11.6,17000,127,2016-10-17,4579934,16154854303,23183279008,14031300351,3257178944,1704690000,20354293431,-9329415,3627817779,3053963954,3.2,14467989015,0.784070321,1.151344059,0.250747894,0.211084205,0.13850394,666.8139659,6.077938684,38.21,6,45.4,-0.09773405,-0.00208355,0.031079799,0.010942682,14467989014,-0.122299916,-401.7970733,2.584475207,94.74,-66.67,0.037190264,0,-0.168078047,0.001016933,0.005478134,0.002377326,-0.168078047,0.009243668,-0.022237672,0.005301809,-0.007535717,0.007683752,0.458371,Growth
에이치엔에스하이텍,2024,Oct_24,251.27,0.3,22000,133,2024-10-25,8036064,66531,35609,7337,2823,3756,78589,9635,5622,6541,-22.8,35031,0.110458795,9.067875153,0.160486426,0.186720333,0.071113285,0.000813956,16.36072572,16.85,12,31.76,0.007671059,0.362086441,-0.012768117,-0.187435491,35030,-0.275216463,-0.002936512,10.12512813,68,0,0,-0.041239305,-0.101678565,-0.000293191,-0.02304583,0.001723457,-0.101678565,0.010562896,-0.021814839,0.004563404,0.010995223,-0.005630209,-0.267999,Sensitive
에이치엔티,2016,Nov_16,132.1,0,10000,996,2016-11-28,6930100,46249665738,40124832355,43389970815,7223062951,2655300000,31707090773,1258359754,6922489216,5209866326,5.5,1.0721E+11,1.420886226,1.065906818,0.064569424,0.048594957,0.146259308,751.7736145,5.165983393,38.85,6,41.38,-0.539056603,0.120571466,0.046287785,0.03772542,1.0721E+11,0.095803047,528.6858983,-6.671808984,92.86,-200,0.048399361,0,0.393438913,0.00112417,-0.039364018,0.003749295,0.393438913,-0.008030672,0.018070154,0.001479649,-0.008190571,0.020283903,-0.178494,Growth
에이치엘사이언스,2016,Oct_16,274,5.6,27000,174,2016-10-28,5146952,9224280130,8167233021,2688319493,175375672,1463830000,13063987986,0,2975679155,3532940206,41.5,23705271943,0.197118051,3.431244,0.125528159,0.149036055,0.243184504,686.4140575,4.882185622,37.44,6,72.51,-0.156824878,1.759124922,-0.019302796,0.02511467,23705271942,0.035405497,272.3950775,0.764215484,93.75,45.59,0.037190264,0,-0.168078047,0.001016933,0.005478134,0.002377326,-0.168078047,0.009243668,-0.022237672,0.005301809,0.006203411,0.007683752,0.058539,Protective
에이치와이티씨,2022,Aug_22,1480.78,6.6,15000,432,2022-08-09,10076847,17248889410,18915796365,6414005985,12755166323,3762023500,7467719551,290249835,7358783978,7479105747,5.7,35745325285,1.663991679,2.689253713,0.205867031,0.209233115,0.64922833,742.2069371,2.309554611,37.93,5,61,1.994588848,-1.228141499,0.016833442,0.048674735,35745325284,0.747284239,380.978017,0.112259177,94.74,100,-0.035438764,0.144028123,-40.81985046,0.004860828,-0.073399181,0.00392918,-40.81985046,-0.011314144,0.009533007,0.002209235,0.01017436,-0.013406959,-0.265426,Growth
에이치이엠파마,2024,Nov_24,1220.68,0.2,23000,672,2024-11-05,6962039,9321580294,16569242591,8124966266,1809527794,3122064500,-45823565448,8021439413,-1736644303,-1727931386,-28.7,2588352001,-0.286461258,1.147276184,-0.670945954,-0.667579752,0.049824923,-248.1932931,-9.188023591,25.37,36,70.31,0.027638451,-0.12601926,1.529871708,1.515507029,2588352000,-0.300948406,1427.537805,-7.710545374,81.82,253.85,-0.016037507,-0.04291346,0.138791178,-0.001363624,-0.015867632,-0.001863068,0.138791178,-0.009972604,0.020876047,0.004082717,0.011095668,0.039843071,-0.178494,Growth
에이치케이이노엔,2021,Aug_21,1871,13.49,59000,388,2021-08-09,28904499,3.04454E+11,1.3788E+12,3.72337E+11,5.59367E+11,11094460000,38834985536,5.65833E+11,13034622711,8316499130,16.1,1.86838E+11,1.513090021,0.817684676,0.069764205,0.044511756,0.013506023,287.7233447,57.65799357,42.16,2,72,0.078486007,0.071027154,-0.075661093,-0.002103297,1.86838E+11,-0.03241874,-677.4075662,49.1179973,77.78,100,-0.045124533,0.288675135,-0.087203921,0.002566586,-0.059303298,0.00240379,-0.087203921,0.009216105,0.011377454,0.002659488,-0.006612723,-0.101269911,-0.352212,Growth
에이치피오,2021,May_21,252.13,1.79,22200,95,2021-05-14,19938160,41435867137,48750151861,15795668644,3216109376,8473718000,49494560899,10513707494,25670235517,17080800418,-24.5,1.42787E+11,0.27761721,2.623242363,0.179779438,0.119624017,0.249420341,856.688903,2.772636851,70.03,2,73.49,-0.761321944,1.759607674,0.012949753,-0.030151028,1.42787E+11,-0.008299072,416.4568533,-0.987884838,94.12,0,0.018471723,0,0.342270583,0.002727326,0.00763613,0.000947481,0.342270583,0.008810335,0.013817271,0.003500136,0.008141937,-0.027057667,-0.280481,Protective
에이텀,2023,Dec_23,136,0.71,18000,1622,2023-12-01,5345180,19674139,18381047,27933063,6510322,2337840,-46381629,3955106,-5922868,-8387901,68.9,47971262,-0.859179759,0.704331602,-0.123467004,-0.174852623,0.209233638,-1.56924575,-0.609806094,33.68,3,74.84,0.333813156,-0.042628627,0.019089497,0.049396442,47971261,-0.15192649,0.680883712,-0.20944017,72.73,-71.43,-0.031635631,0,0.458320135,-0.002549723,-0.022607209,-0.00451758,0.458320135,0.006944927,-0.022929373,0.002509674,0.015207887,-0.026832025,0.763367,Growth
에이티젠,2015,Oct_15,695.79,40.6,17000,1167,2015-10-23,10072552,15748226073,1955198352,1816908028,7988658660,4517539500,-15088863699,18469181936,-2979565410,-2326575279,51.8,979275828,1.241547647,8.667596725,-3.042621215,-2.375812016,-0.294583083,-230.9817094,-2.650674394,12.88,1,43,5.435094411,4.913943413,-0.023587291,1.104305874,979275827,-2.732419804,348.8303575,-3.123522167,93.75,225,0.022670904,0,-0.166920556,-0.001311385,0.007112661,-0.002026104,-0.166920556,-0.006062166,0.031240666,0.003208906,0.009968572,0.007141325,-0.178494,Growth
에이프로,2020,Jul_20,1,10.46,21600,1582,2020-07-16,6345954,48668106464,9216185277,32334028590,954011383,2468499500,5425811882,7618251336,2191351989,2273414177,159.7,16657084545,2.145876254,1.505166804,0.131556755,0.136483319,0.146553101,358.2462427,11.22423595,42.62,6,55.49,-0.216037589,0.044634599,-0.022582905,0.023976628,16657084544,-0.481304077,-835.9444589,9.18681448,92.86,100,0.061903281,-0.19245009,2.832039351,0.002443455,0.034049518,0.001975826,2.832039351,0.003295281,-0.009161719,0.003179597,0.016844181,0.02819648,-0.228155,Sensitive
에이프릴바이오,2022,Jul_22,14.43,25,16000,4,2022-07-28,10848445,59395196333,1981262105,4045276475,165685661,9179845000,-69266494314,0,4446348228,-52713117002,36.6,23395944000,-0.070081494,14.68260493,0.190047823,-2.253087843,0.877285014,-4859.048186,12.85672947,20.51,3,58.41,2.022983915,14.1378377,0.190047823,-2.253087843,0,0.232725184,-3916.972603,11.3571669,93.33,-133.33,-0.048544977,0.143516995,-0.484957722,0.002177233,-0.050102156,0.000957219,-0.484957722,-0.011559697,0.012672578,0.00299974,-0.013124736,-0.010962992,1.107723,Growth
에이플러스에셋,2020,Nov_20,3.66,1,7500,24,2020-11-20,22607693,96829059760,1.34636E+11,60650167028,78060960600,10730769500,45523594035,18145448931,12017792250,9926864433,-8.3,1.39606E+11,1.864401576,1.596517611,0.086083603,0.07110626,0.133425934,439.0923228,7.718011703,27.29,6,36.58,-0.869229337,0.031284082,0.008568675,0.013993458,1.39606E+11,-0.105430951,-241.4120363,4.348193942,93.33,-166.67,0.097184958,0,0.674269969,-0.003164989,0.128273285,-0.00554668,0.674269969,0.009673645,-0.011704328,0.003219317,0.010242951,-0.001659083,-0.014287,
에이피알,2024,Feb_24,663.18,25.7,250000,1113,2024-02-27,7584378,1.91326E+11,56713587286,70508188696,8856049886,3637689000,99630009765,4317075020,69834074349,57440565991,27,3.7179E+11,0.737690249,2.713522424,0.18783206,0.154497356,0.533909809,7573.536814,2.41536673,1.59,6,64.52,-1.041979285,0.916875804,0.089193224,0.07917722,3.7179E+11,-0.101750612,3624.013689,-0.115098714,76,194.34,0.014599448,0,0.287333889,0.002046744,0.01170543,0.00253789,0.287333889,-0.008943139,0.009977942,0.00238138,0.010606673,-0.005055146,-0.240556,Sensitive
에이피위성통신,2016,Mar_16,271.55,7.8,9700,870,2016-03-04,13097740,32636230895,8667270718,4226311775,532013112,4871000000,15962255372,29598172,7626181629,7773375238,10.8,27205303669,0.228076417,7.722154122,0.280319666,0.28573014,0.372594057,593.4898111,4.792067447,23.78,6,57.6,-0.340957391,3.873439822,0.032240871,0.0820315,27205303668,-0.155969584,55.83480936,1.426155858,94.44,100,-0.014493247,0,0.265661532,-0.002987193,-0.027702297,0.003468592,0.265661532,0.00825913,0.02555563,0.003212694,0.01137044,-0.003388149,-0.178494,Sensitive
에이피티씨,2018,Aug_18,20.99,8.7,9000,22,2018-08-23,23694595,34104006006,5652284609,8580504170,712230770,2139459500,18332519641,8833322762,7832371508,6498485342,-11.3,20289187000,0.317100809,3.974592324,0.386036735,0.320293038,0.221751182,274.2602413,3.889442124,30.24,1,42.76,0.068235516,-0.331591042,0.077433242,0.056446299,20289186999,-0.254416258,-183.6479952,2.002648439,93.75,-166.67,-0.050500048,0,0.315798398,0.002470807,-0.013397524,0.006242372,0.315798398,0.004511693,0.014519413,0.000514445,0.006551554,-0.000461612,0.15511,Growth
에치디프로,2015,Oct_15,362,6.21,8900,843,2015-10-13,5744821,30652875560,10019143338,15253458270,3359813754,2282795500,19375201310,282910,2697522355,2032871319,-2.8,37832698088,0.859406761,2.009568913,0.071301348,0.053733184,0.093861163,353.8615597,8.17741022,35.64,6,72.34,0.082170562,-0.270859851,0.014718023,0.013406762,37832698087,-0.0749856,-109.8783222,2.632529432,95,100,0.022670904,0,-0.166920556,-0.001311385,0.007112661,-0.002026104,-0.166920556,-0.006062166,0.031240666,0.003208906,0.010725693,0.007141325,-0.608658,Sensitive
에코마이스터,2018,Mar_18,15.54,0,5200,213,2018-03-15,10788540,36266922724,73593566626,46167480401,11667013200,4874170000,18751330604,28400495145,3222913032,574984385,16,19421081745,1.111646068,0.785551267,0.165949203,0.029606198,0.011051867,53.29584772,16.14253789,14.09,3,23.96,-1.041534003,-0.056099453,0.092611389,0.017708071,19421081744,0.002970724,27.97386143,-3.933491825,94.12,-32,0.040835268,0,0.375199231,0.00264442,-0.007722815,0.004373265,0.375199231,0.009623404,-0.015037203,0.00600405,-0.010930727,0.02147565,-0.276808,Sensitive
에코마케팅,2016,Aug_16,941.86,0,35000,1103,2016-08-08,8133000,39696469243,1009247172,13210312565,135107039,700000000,26677587539,117816311,1997246938,1911178740,36,4260956148,0.485369107,3.004960636,0.468732103,0.448532835,0.069509026,234.9906234,13.69900551,54.05,6,76.82,-0.035447165,0.097761854,-0.050806391,-0.024681018,4260956147,-0.294774491,-909.1998365,11.23748663,95.24,200,-0.013515251,-0.096225045,-0.280299149,0.001797573,0.014093027,0.002252393,-0.280299149,0.00684434,-0.014483033,0.002869884,0.006795967,-0.016498904,-0.940096,Protective
에코아이,2023,Nov_23,75,2.35,34700,19,2023-11-21,9877043,78225004191,7132689051,12243217420,11489733958,3884612500,46735571710,25718626,19806683734,15932218050,79.5,53305665235,0.468605554,6.389252229,0.371568081,0.298884143,0.314580591,1613.055451,3.111310439,70.31,2,76.48,-0.293271274,3.354864983,0.03835702,0.040082431,53305665234,-0.092102027,37.74039781,0.653454937,70,100,-0.031635631,0,0.618914081,-0.004290209,-0.012870093,0.005588373,0.618914081,-0.010251462,-0.024539638,0.002754093,0.016432944,0.025960645,0.842098,기타
에코캡,2018,Dec_18,20.66,0,4200,0,2018-12-05,14678800,55765131412,41566698722,39125047481,9098924398,1055880000,37356272001,-61699760,2945035837,3392009735,26.9,41742993989,1.257455103,1.425305143,0.07055162,0.081259378,0.088447711,231.082223,16.6747914,66.64,1,72.75,-0.113290584,0.156104627,0.010077387,0.048221586,41742993988,0.008548192,41.51776944,9.607172907,95.65,0,-0.029992222,0.096225045,-0.223879305,-0.001744362,-0.024276281,-0.002718611,-0.223879305,0.001189796,0.007441563,0.002497887,0.010785664,-0.008775679,-0.155957,Sensitive
에코프로머티,2023,Nov_23,17.2,3.6,36200,70,2023-11-17,68223008,3.01518E+11,4.3596E+11,3.65574E+11,49857711177,28951079000,16533235171,113824290,15514296769,9096566834,58,5.24113E+11,9.11071158,0.824779559,0.029601047,0.017356114,0.199494259,133.3357631,20.75804932,47.56,30,84.14,0.640590587,-0.239616789,-0.02900595,-0.006067791,5.24113E+11,-0.212178505,-95.07270147,12.69662171,77.78,0,-0.031635631,0,0.618914081,-0.004290209,-0.012870093,0.005588373,0.618914081,-0.010251462,-0.024539638,0.002754093,0.016349763,0.025960645,-0.257436,Growth
에코프로비엠,2019,Mar_19,988.49,45.04,48000,277,2019-03-05,19850000,1.95523E+11,2.16997E+11,2.01716E+11,64321085331,7825000000,47789799089,956084225,36024228638,26328736211,31.7,4.05969E+11,4.702714955,0.969299623,0.088736437,0.064854081,0.465411439,1326.384696,4.066233988,11.23,6,59.93,-1.384152917,0.051699588,0.011830731,0.012556946,4.05969E+11,-0.044221576,562.6873661,-1.102849182,94.74,194.44,0.088342853,0,0.471967935,0.002303045,0.010008412,0.003376346,0.471967935,0.003289849,0.004410579,0.003284458,0.007199199,-0.006012109,-0.6023,Growth
에프앤가이드,2020,Dec_20,1327,7.62,7000,1353,2020-12-17,12037235,11956579553,38632113449,6363385028,8300895652,5500000000,14878020306,-3159810659,3501449403,2903704850,83.6,15627949081,0.851672792,1.878965283,0.224050474,0.185802042,0.168641509,241.2268972,10.25986904,27.17,2,60.01,-0.519880328,0.548680732,0.093357863,0.07165398,15627949080,0.003836358,41.09050949,-2.131900253,93.33,138.46,0.084706217,0,0.657258466,0.005924544,0.119617934,-0.003997799,0.657258466,0.004855072,-0.004789993,0.003208103,0.009369553,-0.000878417,-0.426678,Protective
에프엔씨엔터테인먼트,2014,Dec_14,185.35,23.25,28000,577,2014-12-04,6317315,20202236912,11584948673,16518002547,1796434888,2433600000,12040009900,-1290484870,5755542683,4053131101,-1.4,29054993033,1.389233387,1.223043577,0.198091346,0.139498609,0.307448431,641.5907868,2.340830204,64.05,6,75.63,-0.689313034,0.217723027,0.086774703,0.08298653,29054993032,0.015440157,197.7621485,0.549844371,93.75,100,-0.055578696,-0.06415003,0.298252466,-0.003367597,-0.004697869,-0.001484281,0.298252466,-0.001832038,0.012617455,0.004662099,0.005937182,-0.002887247,-0.178494,Growth
엑셀세라퓨틱스,2024,Jul_24,1233.8,3.06,10000,517,2024-07-15,10830212,4114607379,5941096701,7033963338,2860562893,4581836000,0,-47131635356,-2057423909,-2265978033,-16.7,521729300,-0.232539903,0.58496287,-3.943470127,-4.343206396,0.053254729,-209.2274863,-0.07833964,15.88,36,53.65,-0.032062453,-0.227342228,3.802635149,3.914213809,521729299,-0.176873773,647.6810496,0.195442663,80.95,253.33,0.028619848,0,0.436362831,0.001501055,0.028555837,0.002442525,0.436362831,0.002559821,0.006411075,0.002903026,0.007626322,0.00556025,-0.272661,Growth
엑시콘,2015,Oct_15,28.34,0,10000,9,2015-10-22,8883500,33086053700,39814930181,13963686117,12737197866,3411750000,37513723522,-56552204,6698222216,6985064325,-13.5,38864618529,0.653329795,2.369435507,0.172347561,0.179728107,0.170913841,786.2964288,6.897367452,18.91,6,36.53,-0.150865211,0.296076384,0.02791615,0.021163144,38864618528,-0.005331515,107.3860861,-0.302217744,93.75,-116.67,0.022670904,0,-0.166920556,-0.001311385,0.007112661,-0.002026104,-0.166920556,-0.006062166,0.031240666,0.003208906,0.009950481,0.007141325,-0.728361,Sensitive
엔바이오니아,2019,Oct_19,425.8,1.9,8200,910,2019-10-24,7425555,12290535821,10654474128,4231262821,6683475492,3141127500,-5315940809,457853420,1108111764,534987151,47.6,5214487547,-6.357014152,2.904696858,0.212506359,0.102596304,-0.311589778,72.04675624,10.85655078,33.22,1,50.08,-1.953783908,1.500055163,-0.035919089,0.026815949,5214487546,-0.080784379,-15.15467086,8.183431189,94.12,0,-0.043419817,-0.096225045,0.086487171,0.002365048,0.044200133,0.000736536,0.086487171,0.005978943,0.022520997,0.001176518,0.007666275,0.027443473,-0.126698,Growth
엔비티,2021,Jan_21,1,10.4,19000,4398,2021-01-21,8314948,14220621309,12999961937,8623048053,744444577,186449700,-8202049772,-18279140,-1515968807,725790985,92.1,19254657244,-1.165998689,1.64914091,-0.078732578,0.037694308,-0.090341287,87.28749536,-11.77668731,41.7,1,60.72,2.909217966,1.24179324,-0.128459862,0.021241631,19254657243,-0.006533611,-2.15458858,-7.855712467,93.33,131.82,0.096301303,0,-0.361647525,0.00526185,0.082410974,0.004007439,-0.361647525,0.01223441,-0.014101911,0.002911652,0.014487233,-0.013427674,-0.107869,Protective
엔시스,2021,Apr_21,1467,20,19000,2573,2021-04-01,10419000,19479151379,5630505778,10473603033,350972391,855666600,9445264808,-528899,7260714854,4832009703,65.3,28800779945,1.050888586,1.859832888,0.252101327,0.167773571,0.469108824,463.7690472,1.967448388,43.73,2,70.79,-2.514408807,0.862066898,0.13475847,0.107806226,28800779944,0.059099248,280.2601458,0.721029093,93.75,171.43,0.019921757,0,-0.06172223,0.001183952,0.007163406,0.002037888,-0.06172223,0.0091144,0.014849597,0.001854804,-0.012874804,-0.020208054,-0.704192,Sensitive
엔에스,2015,Dec_15,179.61,0.42,8000,29,2015-12-07,4900000,15111933061,9412268246,10602128723,1933877384,800000000,9643811803,0,2717918962,2434772051,84.4,18555128182,1.20032861,1.425367816,0.146478048,0.131218282,0.233130594,496.8922553,4.410799353,49.6,6,60.21,-0.436216937,0.182720391,0.034251326,0.031676652,18555128181,-0.02513158,74.76327224,0.314174144,95.24,188.89,-0.016037507,0,0.205951865,-0.002295012,-0.028965654,0.002466376,0.205951865,-0.003713803,-0.024905978,0.000331369,-0.008251173,-0.127068051,-0.178494,Growth
엔에스쇼핑,2015,Mar_15,302.59,15.66,235000,237,2015-03-27,3369600,1.95273E+11,1.67598E+11,1.00274E+11,9318379546,16848000000,2.34303E+11,655345286,70195969594,55113058137,-8.3,2.91393E+11,0.435224941,1.947385219,0.240897747,0.18913638,0.218870412,16355.96455,3.608157427,40.71,0,53.93,-0.053504731,0.184587621,0.040590096,0.031795296,2.91393E+11,-0.023865677,146.7594973,0.350984868,94.44,100,0.048112522,-0.072168784,0.320108978,-0.007024879,0.017240154,0.004070075,0.320108978,-0.002696546,0.01448966,0.002156153,0.005930682,-0.004680901,-1.436734,Protective
엔에프씨,2020,Dec_20,979,5.51,13400,643,2020-12-02,9175550,18895377114,43540125038,18273384915,21600311915,663000000,21860129463,-14975248,3020983204,2436958933,26.5,16969164047,1.771522287,1.034038149,0.178027815,0.143611019,0.108270048,265.592682,7.468365032,51.31,6,61.96,0.119666747,0.033726156,-0.029554812,-0.056402136,16969164046,-0.219104227,-450.6986623,4.517277664,93.75,100,0.084706217,0,0.657258466,0.005924544,0.119617934,-0.003997799,0.657258466,0.004855072,-0.004789993,0.003208103,0.011293416,-0.000878417,-0.441972,Sensitive
엔젠바이오,2020,Dec_20,1006,3.09,14000,1502,2020-12-10,12215562,12977811061,6481997335,8381171428,3752423971,9102119000,-19739005872,213656420,-2864929828,-4977869268,83.2,666983147,-1.164091637,1.548448349,-4.295355649,-7.463260939,0.477574519,-407.5022719,-2.557205041,15.94,3,63.84,0.305599756,0.142873916,-1.419652146,-2.817203752,666983146,-0.546045554,154.4711948,-1.713988488,94.12,100,0.084706217,0,0.657258466,0.005924544,0.119617934,-0.003997799,0.657258466,0.004855072,-0.004789993,0.003208103,0.011688062,-0.000878417,-0.210913,Growth
엔젤로보틱스,2024,Mar_24,1157,14.7,20000,2242,2024-03-26,14945381,18409365,4057060,11299622,1641354,6183488,0,-46191148,-4926381,-7817567,225,3744252,-0.323462457,1.629201844,-1.315718333,-2.087884843,0.195401756,-0.523075792,-1.933559138,28.27,36,74.59,0.744319139,1.27015769,1.935204154,1.023992032,3744251,-0.004870233,-0.068265707,-4.719838422,70,225,0.028985768,0,0.291912214,0.001603946,0.015421823,0.001966105,0.291912214,-0.009464048,0.007924631,0.008620979,0.009842946,0.004708177,-0.197747,Growth
엔젯,2022,Nov_22,42.15,13.65,10000,1,2022-11-18,10520785,20034393659,8676793383,2754929285,1711245935,4178892500,-39060978898,924826671,3040255874,2562242835,8.5,11461520009,-0.131523428,7.272198879,0.265257651,0.223551748,-0.075454935,243.5410319,7.974661616,3.61,1,64.47,0.066371835,3.795047086,0.089514855,3.193950074,11461520008,-0.880856499,3082.409942,-3.976546306,93.33,-62.5,-0.043453879,0.100461896,16.18611029,0.004199369,-0.034567844,0.002004518,16.18611029,-0.02622676,0.050911923,0.003229929,0.011871065,-0.010880828,0.554664,Sensitive
엔지스테크널러지,2016,Jul_16,475.6,21.2,10000,563,2016-07-28,3127180,4147768456,3057898328,2033304998,326179284,1323085000,2425909547,0,1164584959,234141683,147,1164584959,0.629364554,2.039914553,1,0.201051612,0.062454527,74.87310708,4.161295803,28.27,6,62.97,-0.141768119,0.179203629,0.658538086,-0.076028,1164584958,-0.436410846,-485.8360264,2.026949275,93.33,100,0.034918034,-0.096225045,0.336001942,0.001814088,-0.023933519,-0.001265796,0.336001942,-0.004411701,-0.02173894,0.000421557,0.008777371,-0.01771862,-0.469416,Growth
엔지켐생명과학,2018,Feb_18,258.68,13.25,56000,342,2018-02-21,7627597,22513565592,12575041154,7199250425,2751189873,3417687500,0,21720478948,-4788129388,-5014291085,52.1,17046518581,0.395829995,3.127209676,-0.280886057,-0.294153382,-0.199469245,-657.3880457,-5.250101743,12.61,2,21.45,0.035567446,-1.075956966,0.004275045,-0.004182363,17046518580,0.035401016,172.7065873,-0.920616347,93.75,44,-0.012346998,0,-0.212454572,0.002121903,-0.005217261,0.002180168,-0.212454572,0.009605454,-0.017075602,0.005834381,-0.009677193,0.012112007,-0.235324,Growth
엔켐,2021,Nov_21,1647.4,63,42000,1275,2021-11-01,15107973,1.18507E+11,1.15043E+11,86221882014,9219129895,6410769500,-10900489923,-583287869,-4162694769,-1294106235,90.5,91568987853,-18.81349417,1.374438323,-0.045459657,-0.014132582,0.255096416,-85.65717155,-33.17772661,29.2,1,61.56,-4.50027051,-0.312072111,-0.135641591,-0.017737619,91568987852,0.34547236,-118.798319,-42.73569927,82.35,240,0.024617995,0.19245009,0.331185785,0.003326993,0.011856766,0.001692276,0.331185785,0.011290091,0.005782355,0.003287666,-0.009567558,0.005113731,-0.176392,Sensitive
엔피디,2020,Mar_20,307,8.78,5400,32,2020-03-16,21535185,1.04192E+11,80699628356,85388852182,52689634963,6900000000,34519309349,-5014884816,20590925863,14048029144,-30.1,2.36896E+11,3.792903992,1.220201996,0.086919665,0.059300393,0.385887961,652.3291601,2.273466932,32.04,1,65.19,-0.681930795,0.162379751,0.025566167,0.026230971,2.36896E+11,-0.03571895,254.2002688,0.340698344,95,0,-0.065274564,-0.230940108,0.15919199,-0.006270051,-0.113734351,0.002958691,0.15919199,-0.012990348,0.019423464,0.002709047,-0.019464805,0.023369521,-0.044338,Sensitive
엘비루셈,2021,Jun_21,1419,4.13,14000,824,2021-06-11,24600000,1.01576E+11,85740390895,56540395308,10373204012,10800000000,1.05609E+11,244988688,4894117172,5295595466,8.6,53530769750,0.573605956,1.796512889,0.091426243,0.098926197,0.045395632,215.2681084,24.60144216,48.78,1,75.61,0.109506904,-0.25681364,-0.007584187,0.017385699,53530769749,-0.108523387,-480.0479883,19.07041177,93.75,100,0.046693493,0,0.417334696,0.002400636,0.016246943,0.000687353,0.417334696,0.009905567,-0.006935064,0.003765269,0.007883733,-0.055468797,-0.340234,Growth
엘비인베스트먼트,2023,Mar_23,1298.41,2.68,5100,1165,2023-03-29,23217239,17967341445,89382912703,2484761072,8502342122,20000000000,76051681177,20259281,7528803714,5771470197,65.7,17314487264,0.11436329,7.231013737,0.434826836,0.333331857,0.060074463,248.585553,12.79926461,79.51,30,80.11,-0.051809182,3.792667628,-0.194647868,-0.164891994,17314487263,-0.212305229,-810.9264368,9.884055948,93.75,100,-0.050942367,0.044411559,-1.972813108,0.001244094,0.013870824,0.003117641,-1.972813108,0.013490513,0.035465108,0.002199828,-0.010160897,0.002202365,-0.178494,Sensitive
엘아이지넥스원,2015,Oct_15,121.11,21.5,76000,4,2015-10-02,22000000,1.05447E+12,6.94868E+11,1.31612E+12,53751649101,1E+11,2.79403E+11,68455582,51099056435,34328312857,-4.2,7.54681E+11,3.60994324,0.801199222,0.067709484,0.045487187,0.090463534,1560.377857,7.426189509,46.36,6,74.91,0.069692666,0.040865137,0.016270843,0.009381344,7.54681E+11,-0.050703324,-737.5352564,2.453913169,93.33,100,0.022670904,0,-0.166920556,-0.001311385,0.007112661,-0.002026104,-0.166920556,-0.006062166,0.031240666,0.003208906,0.013451812,0.007141325,-0.364669,Sensitive
엘앤씨바이오,2018,Nov_18,937.08,15.97,24000,916,2018-11-01,7234332,24985724059,6426318414,2837893929,1395826146,3102166000,11408357334,420907734,3109573924,2922680606,12.3,10288139295,0.28354416,8.804319218,0.302248428,0.284082527,0.195740153,404.0014484,8.740207843,33.07,6,51.27,-0.085865923,3.306775518,0.030107311,0.074423519,10288139294,-0.181250912,-114.7849372,5.288975188,93.75,300,0.053377611,0.096225045,-0.117742596,-0.004959192,-0.022686821,-0.007464249,-0.117742596,0.002766469,0.00601701,0.004239891,-0.012598867,-0.002131333,-0.675055,Growth
엘앤케이바이오,2016,Nov_16,220.1,0,15000,317,2016-11-30,10254232,44144832570,29042388446,22493645578,6719511092,4600271000,4638721991,1204593425,4619290199,2321865376,-20.7,21244133422,2.797234159,1.962546819,0.217438391,0.109294426,0.222324524,226.4299634,9.519658314,20.45,1,31.81,-0.495078869,-0.206986064,0.041347907,-0.087283957,21244133421,-0.573136405,-387.9038293,2.199085005,93.75,14.29,0.048399361,0,0.393438913,0.00112417,-0.039364018,0.003749295,0.393438913,-0.008030672,0.018070154,0.001479649,-0.008105892,0.020283903,-0.324983,Growth
엘에스머트리얼즈,2023,Dec_23,397,14.67,6000,1258,2023-12-12,67652659,1.07527E+11,58591107639,39410118588,1726854264,29438829500,15284350797,0,8244046068,7132402823,300,70818393999,0.919813228,2.728405692,0.116411085,0.100713987,0.159478883,105.4267922,15.16014414,43.51,12,70.82,-0.435754261,0.499178425,0.027152424,0.048792043,70818393998,-0.075247611,-18.89485302,8.303961331,70,145.45,-0.031635631,0,0.458320135,-0.002549723,-0.022607209,-0.00451758,0.458320135,0.006944927,-0.022929373,0.002509674,0.013675899,-0.026832025,-0.073978,Growth
